Fp1;Fp2;O1;O2;POLY3;POLY4;A1;A2;Video;Audio;event;
14518.49;10837.07;2256.674;18365.3;22.84208;-7.361795;15373.75;8133.177;0.2124432;0.4807583;0;13:27:31 Глаза открыты;
-12826.83;-11131.29;1648.945;-12989.89;4.198606;-10.10064;-13683.72;-9579.971;-0.04763962;0.09047122;0;
-34676.23;-28961.42;766.0126;-38256.24;-5.182735;-12.50181;-36226.74;-24317.76;0.277245;0.09038031;0;
-18416.78;-13201.47;-193.5408;-24012.92;9.223436;-7.063755;-19801.88;-10293.57;0.7967051;0.2202242;0;
-11786.94;-6353.299;-1667.918;-17775.28;7.138064;-6.453811;-13403.42;-2777.698;0.5360352;0.09006821;0;
-6514.928;-4073.433;-2496.403;-11882.96;7.063543;-12.67662;-7526.198;-2997.342;-0.3090788;0.1549451;0;
15342.54;12096.11;-1900.083;15494.22;4.77927;-13.73555;16031.32;8994.987;-0.3737356;0.5445934;0;
21424.5;16672.01;-1110.164;26692.1;10.86906;-15.66425;22899.22;13735.33;0.211346;0.3491442;0;
16749.45;12653.85;-168.1307;21849.31;7.777656;-16.58621;17961.53;9904.929;0.4060357;0.02395664;0;
16600.33;12073.15;1407.043;21966.27;14.60137;-18.51199;17972.28;9129.252;0.2107256;-0.2359368;0;
14489.68;10800.13;2175.493;18258.45;19.07467;-19.36416;15322.18;8101.622;-0.1792901;-0.4955691;0;
-13153.35;-11381.8;1547.184;-13431.68;-26.75935;-17.06735;-14062.98;-9842.909;-0.04917531;-0.04029975;0;
-34617.76;-28937.44;678.9243;-38265.89;-36.84652;-17.0502;-36189.19;-24307.56;-0.1140932;0.02470808;0;
-18436.04;-13203.29;-277.4649;-24046.6;-43.30721;-12.61232;-19847.22;-10187.11;-0.5037826;-0.3001535;0;
-11961.53;-6601.913;-1752.023;-18006.59;-57.19517;-11.05904;-13618.19;-2971.962;-0.2434071;-0.03998249;0;
-5692.451;-3814.567;-2550.782;-11044.72;-17.35106;-10.5791;-6653.183;-2821.003;0.01670686;0.1549597;0;
16122.73;12468.54;-1958.875;16409.91;-9.430367;-9.027866;16882.04;9343.016;-0.1132446;0.2197714;0;
21382.98;16693.96;-1201.755;26686.44;-21.47733;-14.31032;22844.89;13757.15;0.2117059;0.3494852;0;
16817.22;12721.89;-260.9881;21898.45;-15.22646;-16.03744;18006.52;9947.021;0.3414278;0.2191994;0;
16650.62;12103.99;1331.958;22040.05;-21.23938;-13.00722;18016.63;9155.762;0.2111501;-0.04089027;0;
14440.97;10784.95;2126.313;18171.76;-20.61483;-12.7932;15246.27;8064.606;0.3408726;-0.3007185;0;
-12965.55;-11223.97;1506.409;-13309.7;-12.08765;-17.80394;-13930.11;-9717.922;0.01569339;-0.1704817;0;
