Fp1;Fp2;O1;O2;POLY3;POLY4;A1;A2;Video;Audio;event;
45.20153;0;0;6.162528;-1.489743;-7.350372;42.46203;41.74714;-0.3026179;0.02442773;0;12:32:29 Глаза закрыты;
679.8995;0;0;621.9093;3.067081;-3.993961;668.5421;669.2648;-0.3023138;0.08937053;0;
588.3246;0;0;566.562;2.259716;-4.25788;580.0396;579.3871;0.2177287;-0.3005233;0;
187.9969;0;0;199.177;4.066106;-6.664865;184.4053;185.5651;0.3474446;-0.3002214;0;
209.8594;0;0;217.2177;3.258714;-5.854373;205.2719;210.9283;0.3470955;-0.2999197;0;
-53.28184;0;0;-27.3777;9.283659;-6.853235;-51.74276;-46.27946;0.2817794;-0.2996183;0;
-634.3112;0;0;-593.8154;11.68523;-5.97557;-629.5878;-624.3798;0.2814963;0.2853888;0;
-588.634;0;0;-581.2248;0.8224961;-0.008329098;-590.412;-582.0859;0.4111481;0.1551674;0;
-240.6546;0;0;-253.7426;-0.1827083;2.001167;-242.181;-236.6119;0.4757023;0.02507676;0;
-249.1584;0;0;-255.9239;-4.201989;9.70195;-247.31;-246.6815;0.1503876;0.4148556;0;
50.50391;0;0;20.81925;-6.273871;13.2423;47.41548;48.54313;-0.04466553;0.2195367;0;
666.0187;0;0;611.9387;-3.721972;13.09503;656.9365;657.6882;0.1502814;0.2193161;0;
582.9534;0;0;561.8487;-4.588888;15.15822;578.2531;576.7551;0.2150977;0.1541284;0;
193.0009;0;0;206.9622;4.860194;10.8562;193.9274;194.43;-0.1749225;-0.1058958;0;
206.675;0;0;219.4979;8.003142;10.71132;205.789;209.7269;-0.4346161;-0.04082207;0;
-52.40253;0;0;-23.16331;8.798409;5.074118;-49.78941;-47.66711;-0.04437532;-0.1707157;0;
-634.8071;0;0;-594.7277;11.87103;1.920943;-625.6999;-625.5787;0.5403754;-0.2355115;0;
-594.002;0;0;-591.9437;7.840611;8.885117;-587.59;-585.5324;0.864669;-0.04037287;0;
-241.0822;0;0;-266.8246;7.698034;9.14412;-238.1749;-237.8061;0.7988329;0.2195371;0;
-253.2712;0;0;-276.5515;9.76738;8.933983;-249.9921;-253.2467;0.4082262;0.0893818;0;
47.95701;0;0;5.647224;10.09236;9.460748;44.61118;43.6711;0.212914;-0.2355447;0;
676.4054;0;0;619.5205;6.934386;9.317398;664.4423;665.1898;0.2127001;0.2194633;0;
590.4561;0;0;569.048;6.256856;8.571223;582.503;580.5636;0.147519;0.6090469;0;
186.2532;0;0;192.2903;6.184197;11.30879;181.6814;180.7434;-0.04753127;0.4785002;0;
197.9976;0;0;195.4704;4.369322;11.96726;191.4938;193.0555;0.01748383;0.08821537;0;
-54.94935;0;0;-43.41849;13.54098;4.386281;-55.19972;-54.26423;0.01746627;-0.3666447;0;
-632.3539;0;0;-606.1545;16.14032;3.310269;-629.8553;-629.2332;0.1473834;-0.3662763;0;
