Fp1;Fp2;O1;O2;POLY3;POLY4;A1;A2;Video;Audio;event;
-680.58;0;-646.5143;-688.8347;-6.659916;4.871693;-689.1628;-691.2274;0.1728131;0.3614783;0;12:43:44 Глаза открыты;
-358.3078;0;-357.1973;-401.9738;-8.9304;6.474388;-370.8175;-374.1294;-0.02226254;-0.2885583;0;
-191.6564;0;-201.7288;-247.5848;-5.839968;6.4009;-203.4664;-210.8354;0.3025965;-0.4831704;0;
-131.9937;0;-143.6802;-188.3032;-17.95789;8.001936;-144.354;-153.1524;0.2373251;-0.2877829;0;
418.4873;0;367.145;356.7371;-19.81586;9.266572;397.2064;387.9796;-0.08775003;-0.02762438;0;
726.037;0;661.378;678.5917;-18.99166;2.760038;701.9664;690.7498;0.04227283;0.2972401;0;
357.1176;0;327.6933;345.327;-21.65189;1.886609;337.8187;327.1132;0.2371324;0.2319741;0;
179.7227;0;160.2606;183.936;-12.72153;1.013935;158.1319;152.3722;0.1719268;-0.09309572;0;
144.9345;0;124.4924;147.0821;-11.57065;-0.6616571;122.8032;119.6729;0.1067867;-0.02803484;0;
-368.2033;0;-352.4555;-361.2477;-12.96554;5.300367;-381.3793;-385.381;0.4964834;0.03696067;0;
-683.3622;0;-652.0756;-692.718;-12.68409;6.299785;-693.9638;-697.5242;0.6259192;-0.3528805;0;
-362.399;0;-364.9393;-409.414;-12.00176;6.628369;-378.3623;-383.0435;0.1705189;-0.02768923;0;
-194.8065;0;-209.8379;-255.8296;-10.98533;7.961246;-210.0665;-218.1164;0.3652496;0.2971753;0;
-124.9582;0;-140.3494;-184.5457;-21.28942;7.149451;-140.7027;-149.744;0.2999153;-0.2878294;0;
429.951;0;375.8447;366.9875;-24.54958;8.414943;405.2893;396.5695;-0.2850922;-0.4174748;0;
730.3677;0;663.2599;684.2092;-20.03693;4.5216;704.0442;693.0842;-0.2848057;0.2975854;0;
365.3795;0;335.3205;355.9363;-20.28522;3.646278;344.767;333.006;-0.02465017;0.03741701;0;
190.1002;0;171.5657;195.4717;-21.40294;8.532247;168.0717;160.5704;0.235244;-0.417392;0;
142.683;0;124.292;147.4868;-20.64547;9.528418;120.3018;116.0563;0.1700402;-0.09213588;0;
-369.578;0;-350.4694;-358.1573;-17.74434;9.92074;-383.8158;-387.3073;0.03993471;-0.2869453;0;
-682.2368;0;-647.5927;-689.006;-15.8505;10.84853;-693.7117;-695.8878;-0.02507276;-0.4165917;0;
-368.6461;0;-367.3325;-412.3274;-12.82046;12.98096;-383.92;-387.7806;0.03991977;0.2335003;0;
-193.9258;0;-205.4196;-250.9315;-11.60213;14.17361;-207.6851;-216.4769;0.2347817;0.1682984;0;
-131.887;0;-145.3058;-188.8979;-4.624249;12.41782;-147.0068;-156.7268;0.1695784;-0.4165768;0;
413.2841;0;359.649;352.5199;-1.136977;11.73563;388.122;379.5362;0.1044407;-0.4161582;0;
