Fp1;Fp2;O1;O2;POLY3;POLY4;A1;A2;Video;Audio;event;
738.9337;0;0;681.4946;13.13197;-4.844733;732.7098;729.6656;0.01325334;0.2453167;0;12:35:30 Глаза открыты;
388.492;0;0;389.4562;13.31985;-7.184268;387.3968;383.8559;-0.5064987;-0.07976653;0;
163.0273;0;0;180.9195;18.5304;-7.377997;162.4954;163.2059;-0.1811531;0.180183;0;
183.8529;0;0;199.6657;20.18672;-9.915813;183.0717;186.4676;0.07889832;0.05006727;0;
-294.404;0;0;-241.2509;14.40566;-5.552081;-288.063;-285.67;-0.2460177;0.1799516;0;
-698.4675;0;0;-646.8044;12.85094;-4.675725;-690.0714;-686.9936;0.1440336;0.3746729;0;
-409.5355;0;0;-412.7719;11.02937;-10.9673;-407.0824;-403.1331;0.2738235;0.114427;0;
-204.4769;0;0;-224.5765;8.741112;-11.15723;-202.8383;-202.3913;0.01367903;-0.01562266;0;
-196.3379;0;0;-220.7901;5.718219;-15.16487;-195.5755;-197.3153;0.1436;-0.0805743;0;
335.9044;0;0;269.373;4.037534;-17.89594;327.5456;326.6197;-0.181381;-0.08049335;0;
735.6158;0;0;670.588;1.82365;-8.969344;725.3914;722.7797;-0.3761008;-0.1453798;0;
383.4283;0;0;376.9364;1.487025;-8.089676;380.398;377.664;-0.05088618;-0.08026639;0;
161.9667;0;0;172.91;1.685626;-8.885221;159.2518;160.456;0.2740017;0.04974896;0;
174.1103;0;0;183.1061;2.019701;-7.40279;170.1487;173.1009;0.2737263;-0.08023572;0;
-298.7646;0;0;-254.8578;8.916547;-13.49068;-295.8506;-294.4006;-0.2462874;0.1147469;0;
-699.5753;0;0;-658.3988;10.71625;-14.41476;-693.166;-691.9048;-0.3759747;-0.01530306;0;
-416.8266;0;0;-431.8508;15.66197;-13.5295;-415.1089;-414.0989;-0.05076016;-0.3401244;0;
-203.015;0;0;-235.0156;17.78969;-13.85082;-201.1116;-204.2256;0.1441929;0.1149888;0;
-206.3093;0;0;-237.5905;16.76646;-13.90388;-203.9081;-209.2053;0.4039173;-0.01506146;0;
311.263;0;0;244.7809;18.15613;-14.42578;304.7912;301.9356;0.3385442;-0.2749157;0;
741.4213;0;0;677.5673;9.36398;-9.789581;730.5208;726.9809;0.07833461;0.1801319;0;
402.3464;0;0;394.4034;8.416567;-9.176898;397.0165;392.4182;0.01328856;0.1149836;0;
174.1192;0;0;184.0502;1.509234;-6.622447;169.7317;169.3858;0.1432099;-0.01506662;0;
203.6168;0;0;210.102;-2.243327;-5.008203;199.7959;202.0741;0.2730007;0.04991587;0;
-280.4071;0;0;-239.3208;9.145782;-10.49565;-274.6664;-273.3276;0.1427917;-0.4049057;0;
-712.533;0;0;-668.3021;9.672455;-10.75303;-702.9875;-700.9628;-0.1172212;-0.3395315;0;
-422.0252;0;0;-430;18.23655;-16.56962;-418.6112;-415.7141;-0.05213604;-0.07932097;0;
-201.9616;0;0;-224.1087;22.30406;-19.902;-197.9888;-199.2799;-0.117051;-0.2741433;0;
-207.6307;0;0;-231.4422;18.46326;-14.45651;-201.4755;-206.2011;-0.4417701;-0.07896581;0;
323.3736;0;0;257.1074;20.45444;-15.9156;322.0264;319.9917;-0.4413262;0.1809829;0;
751.2709;0;0;689.3817;10.5209;-10.943;746.6143;744.3942;-0.3759154;-0.01410097;0;
407.5635;0;0;405.0815;5.955002;-7.917892;409.1583;404.5042;-0.1156683;-0.1440215;0;
179.5184;0;0;195.5296;13.51846;-19.1627;181.8612;181.1473;0.1443173;-0.07890943;0;
194.0181;0;0;211.2001;13.10273;-19.94724;195.2342;197.2071;0.07920492;-0.07883015;0;
-294.244;0;0;-241.0349;4.583099;-16.24326;-284.9083;-285.1237;0.20906;0.3110531;0;
-706.9907;0;0;-655.2094;3.305696;-15.42314;-692.7294;-692.9446;0.2738173;0.1808059;0;
-411.9283;0;0;-414.5466;-1.185604;-14.00101;-403.4908;-403.5809;-0.1162619;-0.4690492;0;
-201.1202;0;0;-220.0402;-4.868108;-14.05392;-194.3778;-197.8411;0.01378962;-0.07877386;0;
-202.6047;0;0;-222.88;11.88227;-2.854014;-195.4319;-200.7657;-0.05119158;0.1162073;0;
323.8344;0;0;264.6615;16.96055;0.3640341;322.4418;318.4876;-0.3759769;-0.4036482;0;
738.3629;0;0;681.6233;4.01641;-0.306161;733.536;728.7112;-0.2456644;-0.2083406;0;
391.9822;0;0;395.8317;2.940648;3.043171;394.0317;388.5247;0.4042559;-0.2081312;0;
164.7024;0;0;188.2256;11.24309;-10.49007;167.9367;166.1833;0.6637191;-0.5977261;0;
187.1506;0;0;206.4648;12.10245;-13.82856;189.1947;189.1297;0.07834606;-0.6620929;0;
-282.1767;0;0;-230.2733;12.15764;-7.920408;-273.5129;-275.6393;-0.05166734;-0.3365909;0;
-694.5607;0;0;-645.5206;14.0878;-9.251987;-682.22;-683.3447;0.07831925;-0.01141598;0;
-415.3153;0;0;-419.3603;5.16504;-5.08987;-408.1094;-407.5464;-0.05169412;-0.1413392;0;
-197.4448;0;0;-217.2278;3.351188;-2.941424;-192.1202;-194.8686;0.0782925;-0.3360992;0;
-193.4983;0;0;-215.3853;6.831421;-6.622407;-187.6793;-193.236;0.2081485;-0.4007288;0;
319.5633;0;0;262.0287;4.948547;-6.280838;317.8802;313.7659;-0.246832;-0.3353588;0;
733.2216;0;0;679.0557;15.66084;-0.3131686;727.3549;722.4326;-0.3115513;-0.2050872;0;
393.4053;0;0;395.7029;19.19508;1.294737;393.1042;387.1248;-0.05136893;-0.2048811;0;
167.1236;0;0;184.2864;9.530252;2.365041;166.6978;165.3471;-0.181252;-0.009773219;0;
188.0076;0;0;198.0942;9.118534;4.037237;186.5202;188.1694;-0.05113519;0.05520396;0;
-285.0686;0;0;-240.0097;7.971272;0.5501902;-278.2462;-278.2228;0.07885087;-0.3346556;0;
-695.7006;0;0;-649.6875;5.686087;0.2147227;-684.7621;-684.364;-0.1161304;-0.07444995;0;
-415.4546;0;0;-423.5855;9.56514;0.1475241;-409.712;-409.0019;-0.05104635;0.4453636;0;
-210.5774;0;0;-233.0055;9.287108;-0.4554706;-206.0899;-208.6914;0.07893962;0.3149814;0;
-208.3669;0;0;-232.2716;7.737535;-0.9238935;-204.1962;-208.2318;-0.1160417;0.1197629;0;
319.2024;0;0;252.4682;8.399346;-2.262624;315.0606;311.9036;-0.1808925;0.1846099;0;
736.7341;0;0;671.4413;1.424681;2.964196;729.2856;725.0073;-0.3106454;0.3793264;0;
395.3526;0;0;390.4076;-1.389789;4.300877;394.4083;389.822;-0.3103333;0.4439126;0;
168.4442;0;0;181.8074;5.846252;-0.4591111;168.4379;167.167;-0.05015206;0.1186299;0;
194.2619;0;0;202.4268;5.370887;-0.7935644;191.4445;192.7986;0.07983302;-0.3362607;0;
-279.4453;0;0;-236.9933;7.576293;-1.663545;-275.5757;-274.9726;-0.05018188;-0.4658575;0;
-706.2623;0;0;-660.917;9.577436;-2.733601;-697.1493;-696.9216;-0.1150988;-0.2055201;0;
-415.6984;0;0;-422.9347;0.6601809;-1.592144;-411.2796;-410.5524;-0.1149831;-0.07537889;0;
-187.2078;0;0;-211.9281;0.05630512;-2.193391;-183.7305;-186.2524;-0.04990027;-0.5300745;0;
-205.5104;0;0;-233.0169;0.1899704;0.153216;-201.412;-206.7424;0.2749866;-0.3996072;0;
303.5028;0;0;235.107;0.3235013;1.961601;298.7891;296.0252;0.1447756;0.0555657;0;
740.603;0;0;673.5253;1.193832;-2.193312;731.5837;728.8226;-0.3751086;0.2504119;0;
404.2775;0;0;396.1127;0.121882;-0.918432;401.7015;396.9442;-0.4396991;0.5100296;0;
167.4901;0;0;178.6987;15.99562;-0.9844921;166.5409;165.9738;-0.1144205;0.1197131;0;
189.8105;0;0;201.9449;21.2718;-0.5816053;188.6749;191.669;-0.04933822;-0.2052439;0;
-282.1431;0;0;-232.977;15.7571;9.13126;-275.6564;-274.6643;0.2755481;0.05483171;0;
-695.2143;0;0;-648.409;19.15752;12.33714;-685.7357;-684.3698;0.4052059;-0.1401254;0;
-411.9702;0;0;-418.3727;10.90022;17.61628;-407.6861;-404.8847;0.01499467;-0.3348866;0;
-202.5364;0;0;-219.802;8.94591;22.55519;-197.5693;-199.0187;0.2098816;-0.2046155;0;
-202.6452;0;0;-218.769;16.17157;16.70526;-196.059;-201.13;0.2746381;-0.3343446;0;
315.2982;0;0;258.5235;16.22169;17.02339;313.0697;310.1277;-0.1804093;-0.2040739;0;
734.0208;0;0;678.1152;19.68899;21.561;727.2343;724.1078;-0.2451953;0.2509025;0;
405.1981;0;0;406.7574;21.47787;22.0752;404.2905;399.7929;-0.05004693;0.2506504;0;
176.2808;0;0;196.5791;21.12149;20.98129;176.5611;175.941;0.0149707;0.05549655;0;
187.6604;0;0;204.8773;22.70689;20.55831;186.9408;188.2579;0.1448903;-0.1394612;0;
-284.9157;0;0;-232.8586;20.60797;20.40369;-278.3257;-278.884;0.4695815;-0.07435378;0;
-702.9817;0;0;-648.4156;19.98502;19.57939;-692.9625;-692.3333;0.4041423;0.1855903;0;
-416.419;0;0;-415.5059;22.71063;18.88989;-411.8447;-410.404;-0.1809699;-0.1394329;0;
-187.7403;0;0;-203.5697;22.15195;17.86616;-182.7958;-185.2296;-0.05085336;-0.7889662;0;
-201.857;0;0;-217.483;22.46448;15.97281;-195.8554;-200.2859;0.4039691;-0.4633367;0;
300.9682;0;0;246.8147;22.30819;13.81331;297.7184;295.1664;0.07872652;-0.008099781;0;
739.2578;0;0;684.9089;17.26193;15.67495;732.2631;728.402;-0.181222;0.05687571;0;
406.8068;0;0;408.7966;15.50327;15.32428;406.4408;400.6469;0.0788295;-0.07311613;0;
161.1463;0;0;181.1251;14.28225;8.2758;161.3429;159.2405;0.01378295;-0.2679447;0;
185.7844;0;0;202.1824;12.92775;6.258118;184.9813;185.6297;-0.1161656;-0.1377408;0;
-276.0453;0;0;-224.0566;11.03973;4.577257;-268.7266;-269.3907;0.3387225;-0.00766769;0;
-696.1191;0;0;-645.0572;9.152622;2.295238;-684.1851;-683.9741;0.7281862;-0.007659985;0;
-419.9331;0;0;-425.1443;15.03792;4.369402;-413.196;-411.9857;0.5325525;-0.07261963;0;
-204.994;0;0;-227.7536;16.6304;3.226302;-200.2627;-202.4268;0.4020827;0.05738804;0;
-204.2258;0;0;-227.2124;10.92027;5.433497;-198.7496;-203.098;0.271744;-0.007636984;0;
309.0965;0;0;249.5264;10.10599;5.562004;307.1334;304.4761;-0.05336573;-0.137564;0;
731.3235;0;0;671.1886;12.50673;4.216756;724.8647;721.2729;0.07662258;-0.2023931;0;
405.0648;0;0;399.8377;12.36044;5.217263;404.2346;399.5221;0.2714476;-0.00728772;0;
173.2117;0;0;187.4175;11.14257;-5.17009;173.8191;172.547;0.0113055;0.3825237;0;
188.0301;0;0;202.2842;10.72923;-8.848834;188.7618;189.8024;-0.1186405;0.3821393;0;
-281.8603;0;0;-228.9524;8.106485;-0.735252;-273.6955;-273.2806;-0.1834887;0.1868533;0;
-706.301;0;0;-651.3849;6.289679;-0.3326156;-695.7707;-694.4192;-0.118337;0.2516329;0;
-420.0474;0;0;-424.0943;7.957322;-0.8011619;-415.5246;-413.6122;-0.05325072;0.05647803;0;
-186.43;0;0;-212.5868;7.07867;1.343097;-182.8488;-183.8744;-0.2480992;-0.2034481;0;
-205.6705;0;0;-229.4896;6.603043;-1.471536;-200.5311;-203.4297;0.01201942;-0.07330899;0;
298.9077;0;0;236.5069;6.863852;-0.06341556;296.4207;294.5245;-0.1179273;-0.008267989;0;
745.0079;0;0;678.422;2.302604;1.477256;738.3381;735.3193;-0.3127109;0.121675;0;
406.3667;0;0;398.9429;2.032846;0.9399078;406.0753;402.9347;0.3372768;0.2514874;0;
156.1465;0;0;171.1564;0.5569353;12.99553;156.7299;158.0902;0.2719705;0.3811694;0;
187.4113;0;0;200.5945;-0.4480023;15.32687;186.9322;190.6649;-0.05313946;0.5756884;0;
-271.6089;0;0;-224.2061;6.049182;13.77086;-264.2789;-262.0493;0.4016853;0.2502733;0;
-699.4958;0;0;-652.7653;6.511619;15.36462;-688.55;-685.5729;0.271347;-0.3346843;0;
-418.5588;0;0;-426.0355;12.73437;4.029305;-412.9963;-408.2106;-0.3136317;-0.07447862;0;
-193.3762;0;0;-220.7729;15.60196;1.212095;-188.7563;-187.0989;-0.5082186;0.1204983;0;
-205.3008;0;0;-237.0428;8.821128;-3.009047;-200.3732;-202.2157;0.1419655;-0.3343942;0;
301.2135;0;0;232.0222;9.013335;-6.756946;297.8278;296.7993;0.4666595;-0.5289602;0;
731.382;0;0;667.2577;3.310851;-4.338771;724.439;723.0991;-0.1185154;-0.4634614;0;
409.6834;0;0;405.7184;1.030349;-6.611831;409.0567;406.9686;0.07650568;0.05674303;0;
176.5762;0;0;191.9804;2.703277;4.044855;177.0746;178.9241;0.3362982;0.1866207;0;
183.5202;0;0;197.9719;1.294041;8.126627;183.8931;188.177;0.01112355;-0.0734362;0;
-281.7429;0;0;-230.6991;6.182861;-0.2541609;-273.8117;-271.0313;-0.05385496;0.1215396;0;
-699.5622;0;0;-646.2583;7.114653;0.281958;-687.9532;-684.7384;0.2710359;-0.2683866;0;
-428.0579;0;0;-426.0943;8.379326;4.300529;-421.8954;-417.6218;0.3357309;-0.5279862;0;
-198.8053;0;0;-214.085;10.04585;6.305696;-194.2107;-192.8774;0.3353935;-0.07268433;0;
-203.9778;0;0;-221.6785;7.423783;1.945469;-199.013;-200.2423;0.0102198;-0.00764396;0;
298.3498;0;0;242.7484;7.550045;1.474756;295.9382;295.4598;-0.1846925;0.2522331;0;
741.5146;0;0;687.4059;6.33701;8.707187;736.2319;734.6295;0.07536245;0.316947;0;
411.3726;0;0;417.1007;5.392638;10.57396;412.6544;410.2416;0.01031939;-0.008208195;0;
158.7735;0;0;184.9231;4.382842;11.16618;160.2415;162.3912;0.1402437;-0.1381346;0;
187.4744;0;0;205.1645;2.502428;12.29355;186.6296;190.7137;0.2050701;-0.2029632;0;
-272.233;0;0;-221.6397;4.844438;16.30017;-265.5182;-262.9375;-0.18494;-0.007857211;0;
-707.9278;0;0;-653.7622;4.036263;18.56109;-697.7216;-692.957;-0.2497215;-0.07281666;0;
-426.9823;0;0;-429.3427;1.687683;13.45186;-423.0332;-417.2115;-0.2494706;-0.007776149;0;
-189.4225;0;0;-210.6461;0.9490525;12.76851;-185.2275;-183.7219;-0.3791546;0.1221664;0;
-198.415;0;0;-216.9311;-4.276814;12.88965;-192.8499;-193.8446;-0.0539369;-0.2027931;0;
298.7845;0;0;245.9293;-6.549692;11.26923;296.2856;296.7912;0.01108464;-0.332524;0;
730.3922;0;0;677.9024;-6.074596;14.80788;724.3975;724.3404;-0.1188612;-0.4621246;0;
410.1314;0;0;410.9176;-7.206593;15.66378;408.7654;407.5215;0.1411276;-0.07185619;0;
172.8384;0;0;190.9901;-6.864559;10.82539;170.974;173.9167;-0.05391622;0.2530527;0;
187.0325;0;0;202.2299;-6.321798;10.41262;185.2325;190.4211;-0.5086334;-0.2019729;0;
-277.2347;0;0;-226.9452;-7.25345;11.80867;-270.4747;-267.4153;-0.3132203;-0.2667373;0;
-701.9924;0;0;-648.5051;-6.64295;12.39965;-692.4282;-688.1224;-0.05303624;-0.0715673;0;
-427.7996;0;0;-428.3388;-0.9428477;13.32496;-425.9285;-420.2528;-0.247885;-0.006528048;0;
-197.4228;0;0;-216.2023;2.875517;14.18235;-196.4282;-194.9436;-0.1177012;0.1234132;0;
-201.5348;0;0;-223.7937;-4.093597;16.91427;-198.2298;-199.8701;0.2072538;0.1232892;0;
295.0432;0;0;230.2031;-5.964519;17.29918;289.9741;289.6472;-0.1827585;0.1231653;0;
723.4063;0;0;658.4439;10.38482;21.03284;713.6571;712.2062;-0.2475422;-0.2017952;0;
398.6548;0;0;392.5406;13.72329;21.34662;395.2872;392.151;0.3374126;-0.2665597;0;
162.9975;0;0;176.7545;7.614908;19.91853;160.4453;161.4353;0.4020409;0.1235122;0;
201.8766;0;0;211.9341;8.812705;19.76455;197.4529;201.7527;0.5315716;0.3182901;0;
-258.1576;0;0;-213.69;-0.5732721;10.30034;-255.2055;-252.9715;0.1412334;0.1230682;0;
-706.6102;0;0;-661.5001;-3.787877;7.275756;-699.1633;-697.8061;-0.3786472;-0.07195745;0;
-433.5995;0;0;-444.0069;-3.114486;3.383558;-431.0327;-428.6774;0.2064393;-0.00691781;0;
-197.095;0;0;-224.9831;-6.393886;-0.2367985;-195.9675;-195.801;0.4661012;0.1879912;0;
-213.6386;0;0;-242.6856;-0.8951047;5.255918;-212.5747;-214.907;0.07582885;0.0578676;0;
281.7647;0;0;216.1403;-0.5584366;5.987449;274.8315;274.3131;-0.2490841;-0.2020599;0;
730.8182;0;0;667.571;-3.237193;4.306859;720.0189;719.2512;-0.5087031;-0.006954868;0;
418.3656;0;0;410.8415;-2.832774;4.235549;411.4502;409.3089;-0.1833553;0.05801948;0;
177.1287;0;0;190.914;-4.973382;12.53693;170.0329;172.0792;0.01173098;-0.3968102;0;
200.6264;0;0;214.1479;-5.235828;15.8065;194.1624;198.7053;0.07668653;-0.2015095;0;
-263.592;0;0;-215.289;-6.369643;8.556582;-261.5538;-259.1393;0.4664135;-0.07137232;0;
-704.293;0;0;-653.1025;-7.233899;7.476257;-698.946;-695.8468;0.1411082;-0.3961373;0;
-438.2812;0;0;-441.6147;-6.355974;10.0141;-438.3118;-433.8415;-0.1838703;-0.5256739;0;
-207.0818;0;0;-231.1516;-7.82248;9.200239;-208.0494;-207.644;-0.1187182;-0.2003091;0;
-215.182;0;0;-239.4775;-1.652678;5.105158;-216.0862;-218.6173;-0.2485336;0.0597616;0;
284.783;0;0;224.0303;0.6935068;3.09054;275.6963;275.854;-0.1833166;0.05970155;0;
728.5237;0;0;668.769;-8.550591;1.814759;715.6355;715.918;0.1417044;0.1246089;0;
412.0128;0;0;409.7893;-8.876792;0.2724502;405.2596;403.7926;0.141562;0.2544184;0;
173.531;0;0;192.1743;-12.75361;0.0712277;168.2213;170.5664;0.2063871;-0.3305433;0;
196.6575;0;0;214.5323;-15.955;0.07115613;190.4161;195.32;0.3361144;-0.3951786;0;
-266.8073;0;0;-213.6556;-4.150952;-1.067625;-266.1084;-263.5832;0.4657113;-0.004977433;0;
-704.9438;0;0;-649.9715;-2.270772;-0.7986208;-700.2477;-697.0378;0.1404067;-0.3947765;0;
-432.9344;0;0;-433.3644;-2.469561;2.685172;-432.9905;-428.0973;-0.1196038;-0.2644451;0;
-192.3701;0;0;-211.7277;1.015545;4.156099;-193.6131;-192.5978;-0.05451626;0.4504614;0;
-204.8579;0;0;-223.8213;-9.434324;5.826496;-206.3495;-209.5206;-0.1843962;0.4500087;0;
288.6625;0;0;229.6758;-12.37161;6.423366;277.8645;275.8835;-0.3141456;0.3845892;0;
738.5836;0;0;679.2814;-0.9059474;11.44051;723.986;721.6946;-0.1838952;0.5791048;0;
413.692;0;0;414.5441;0.03296795;13.77342;406.0429;402.3795;0.07615891;0.5135556;0;
158.9666;0;0;178.3086;-2.713732;6.860457;152.6371;152.1633;0.1410497;0.1232355;0;
192.5399;0;0;207.5521;-2.175141;6.652615;186.2168;188.9918;0.01097332;0.1231117;0;
-258.8643;0;0;-205.8237;-5.454509;2.49311;-256.0606;-253.6007;0.01096229;0.3828574;0;
-700.632;0;0;-644.2714;-5.247958;-0.05462411;-694.4578;-691.813;0.2708206;0.1226033;0;
-432.4999;0;0;-433.917;-10.73504;6.64348;-434.5778;-430.8737;0.0756465;-0.2023566;0;
-191.5612;0;0;-217.9018;-13.60464;7.373617;-197.1977;-197.183;-0.1842989;-0.07221862;0;
-198.6151;0;0;-229.4895;-3.677986;8.638884;-205.3079;-207.7294;0.01078833;0.05778864;0;
290.5262;0;0;223.6385;-2.669913;10.90762;274.8446;274.9243;-0.1191572;0.05773058;0;
729.0762;0;0;664.3796;-2.733603;9.021141;710.6617;709.5544;-0.5088415;-0.007294787;0;
413.7518;0;0;405.7167;-0.9221951;9.882854;401.9775;398.8098;-0.5732976;-0.0722548;0;
175.2057;0;0;185.6695;-4.807011;13.22195;162.8186;164.2143;-0.1179501;0.3825892;0;
202.3909;0;0;207.0346;-4.266317;14.68229;187.2676;192.9098;0.07707042;0.7720088;0;
-255.5199;0;0;-217.5227;-9.485967;12.99296;-264.3187;-259.7441;0.2069277;0.3164617;0;
-701.0391;0;0;-659.7692;-12.42417;11.8412;-705.5187;-700.8862;0.3366544;0.2511764;0;
-443.1514;0;0;-456.5206;-2.162934;18.52747;-453.4986;-447.9338;-0.2483899;0.5107934;0;
