Fp1;Fp2;O1;O2;POLY3;POLY4;A1;A2;Video;Audio;event;
201.8124;0;0;0;-4.485286;-20.51796;198.9972;204.5609;0.1326633;0.004807577;0;12:40:29 Рука;
-157.4599;0;0;0;-7.762333;-17.55022;-154.0254;-149.7791;-0.06237201;0.4595742;0;
-653.6147;0;0;0;-9.830639;-14.65232;-644.9988;-640.0696;-0.1272767;0.5240797;0;
-478.1083;0;0;0;-19.73472;-15.30742;-474.561;-467.8877;-0.1921161;-0.1261203;0;
-205.2648;0;0;0;-24.20189;-14.35428;-204.1573;-201.3013;0.1329136;-0.06102625;0;
-228.7341;0;0;0;-7.097296;-4.091713;-226.8157;-227.2734;0.4576168;0.2638718;0;
174.4182;0;0;0;-4.076054;0.1991843;170.2752;170.8175;0.0673529;-0.06123007;0;
677.365;0;0;0;-2.063203;-5.628409;668.3537;668.1458;-0.06264946;-0.06116854;0;
457.6695;0;0;0;2.159405;-5.488788;453.2274;450.3961;0.3921849;0.2637296;0;
168.6671;0;0;0;-4.273126;-1.933299;166.6033;166.3985;0.3917908;-0.1913068;0;
208.4151;0;0;0;-3.599247;-1.663425;204.5418;208.8974;-0.06337425;-0.2560819;0;
-155.9238;0;0;0;-7.547746;-3.470293;-153.9212;-149.5699;-0.2582126;0.2639142;0;
-657.1401;0;0;0;-9.214125;-4.06953;-649.9546;-644.8581;-0.1929858;0.06874698;0;
-482.6297;0;0;0;-7.597276;-6.007946;-480.9486;-474.1082;0.1320448;0.003710541;0;
-197.2879;0;0;0;-8.059133;-7.609499;-198.3572;-194.5845;0.1968795;-0.06126053;0;
-229.8857;0;0;0;-3.764127;-6.396161;-228.0179;-228.247;-0.06318771;-0.3860357;0;
165.2718;0;0;0;-0.947306;-7.126546;162.1403;161.4741;0.06681047;0.004156258;0;
692.2158;0;0;0;-2.755015;-8.659992;683.1529;681.6128;-0.06319135;0.1340868;0;
471.0685;0;0;0;-2.081686;-9.722896;466.3251;463.2248;0.1317742;0.06898471;0;
163.3746;0;0;0;3.948626;-7.636777;160.51;160.8486;0.5214458;-0.1259867;0;
212.3732;0;0;0;2.805582;-6.155479;207.9498;211.7863;-0.06378421;-0.3207621;0;
