Fp1;Fp2;O1;O2;POLY3;POLY4;A1;A2;Video;Audio;event;
-1089.996;1728.543;-4755.365;-6643.01;5.273381;-7.737543;-2279.764;1481.987;-0.1819085;0.2576605;0;13:28:02 Рука;
11797.9;8808.497;-4751.586;11376.75;3.99626;1.513693;12501.16;6850.455;-0.5065625;-0.1324025;0;
23884.62;19031.1;-3927.833;28835.16;2.986891;7.205599;25500.79;15923.23;-0.3111514;-0.1972368;0;
21492.83;17322.28;-3225.143;27080.76;2.850168;4.184127;22916.02;14664.4;0.4038019;-0.1320713;0;
18467.73;14143.13;-1913.154;23993.99;3.98638;7.060189;19879.37;11446.82;0.4033962;-0.002003866;0;
19737.43;15156.48;-525.1942;25477.44;-13.90219;-2.190367;21247.44;12174.92;0.07815416;0.06296549;0;
8313.813;6492.523;-530.4916;11480.17;-20.25123;-5.604234;8722.021;5231.057;-0.05185905;-0.06703246;0;
-20297.24;-16141.83;-1418.606;-21916.6;-8.107097;-0.90992;-21588.09;-12395.04;-0.246709;-0.001997765;0;
-19587.6;-14851.06;-2256.977;-24747.29;-8.501093;-2.784467;-21069.6;-12377.7;-0.05155905;0.1279389;0;
-3725.693;541.7695;-3473.924;-9984.494;-9.698;-2.781669;-5297.442;171.4333;0.1433948;0.3227124;0;
-2587.16;447.2879;-4764.861;-8294.399;-9.018669;-3.314737;-3874.659;928.2087;0.598022;0.1924535;0;
11234.02;8417.91;-4737.46;10376.04;-8.272674;-5.789714;11790.75;6483.452;0.7273558;-0.1325766;0;
23711.74;18880.05;-3898.916;28553.28;-6.4557;-6.453726;25320.64;15747.48;0.07695161;-0.1974108;0;
21264.26;17080.85;-3183.809;26877.98;-9.128531;-4.437753;22699.41;14458.95;-0.05306039;-0.3271471;0;
18151.04;13851.16;-1866.051;23672.38;-8.181353;-3.294645;19554;11140.16;0.01196026;-0.001981661;0;
19288.24;14706.41;-485.1508;25010.95;-4.288366;-5.836625;20798.36;11749.22;-0.0530191;0.3878244;0;
7650.398;5867.384;-464.7983;10659.56;-0.3329182;-5.093948;8036.803;4734.389;0.01200152;0.1925327;0;
-21341.38;-17175.95;-1298.506;-23001.72;-7.968394;-4.419001;-22643.17;-13276.83;0.2718588;0.2573066;0;
-20653.35;-15752.18;-2099.267;-25735.77;-10.50501;-4.682492;-22111.48;-13139.91;0.336553;0.3869827;0;
-4803.159;-285.0222;-3298.163;-10977.94;12.34563;1.886418;-6332.374;-187.1213;-0.05358922;0.06175714;0;
-3691.061;-522.3508;-4589.417;-9508.655;16.15162;2.956128;-5073.203;453.5416;-0.1834701;-0.003272254;0;
10714.44;7991.333;-4570.547;9522.135;16.33646;6.034372;11103.27;6138.994;-0.3132204;0.3215677;0;
23523.17;18705.45;-3734.263;28265.61;20.74067;8.84147;25106.81;15553.28;-0.1180036;0.2562773;0;
21017.47;16823.84;-3033.236;26664.67;3.639553;-3.224037;22466.11;14215.64;0.661723;-0.3286863;0;
17915.94;13632.48;-1739.509;23398.99;1.023928;-5.833071;19306.12;10929.05;0.5311235;-0.2633887;0;
19114.13;14533.34;-360.9535;24843.96;-3.598802;-4.956431;20631.58;11578.91;0.2057531;0.2566147;0;
7797.443;5972.171;-339.7731;10810.93;-8.083164;-8.300537;8187.016;4789.571;0.335481;-0.003512515;0;
-21088.33;-16958.51;-1197.781;-22757.68;1.234732;-2.799718;-22391.16;-13120.09;0.4001113;-0.393313;0;
-20766.06;-15782.88;-2037.312;-25864.1;1.836703;-3.332768;-22239.18;-13144.88;0.3347419;-0.003113783;0;
-5482.69;-878.1931;-3280.436;-11658.92;7.996799;-6.075659;-7011.004;-471.6015;0.07453617;0.5166281;0;
-4532.813;-1314.076;-4583.42;-10364.02;12.00823;-6.538435;-5875.73;-0.3799217;0.009493927;0.321207;0;
10428.54;7761.168;-4535.586;9160.472;10.99081;-11.08658;10842.29;5947.755;-0.05548295;0.06101483;0;
23527.66;18712.6;-3680.191;28239.36;12.05149;-12.14711;25110.34;15546.98;0.07450748;-0.004013823;0;
20990.26;16800.54;-2949.905;26645.62;18.33602;-17.49342;22433.52;14213.43;0.334302;0.1259249;0;
18007.6;13732.33;-1598.853;23484.67;20.72849;-20.49001;19397.76;11019.61;0.009129364;0.3207004;0;
19140.71;14564.22;-187.1743;24866.11;10.86203;-16.11565;20654.86;11625.97;-0.05584715;0.1904435;0;
7798.291;5999.025;-164.1071;10754.44;9.243526;-16.90319;8165.61;4813.74;-0.1857257;0.06031742;0;
-21254.73;-17110.36;-1029.648;-22978.46;3.540811;-15.27868;-22572.16;-13251.27;-0.2505064;-0.06967787;0;
-21260.03;-16214.48;-1871.346;-26344.5;-0.749655;-15.12936;-22724.3;-13477.94;0.3344513;-0.1345752;0;
-5569.527;-896.2257;-3087.416;-11745.85;4.542384;-14.24338;-7104.87;-481.4101;-0.1206561;0.1903967;0;
-4224.916;-1013.235;-4365.888;-10104.76;2.796507;-12.42059;-5626.424;212.6;-0.3154369;-0.004696604;0;
10439.13;7766.074;-4326.175;9132.139;6.1426;-22.05341;10794.62;5945.317;-0.1851853;-0.1346266;0;
23436.09;18638.27;-3464.556;28141.59;7.208155;-24.04074;25014.49;15488.2;-0.1849992;0.1903454;0;
20976.03;16786.11;-2714.169;26621.81;2.914004;-21.40431;22427.99;14187.92;0.3349254;-0.1346826;0;
17875.08;13603.16;-1364.135;23349.76;3.514289;-23.05731;19262.83;10913.29;0.2046542;-0.3944166;0;
19105.26;14537.22;50.63502;24816.05;-3.455467;-16.00112;20621.88;11588.62;-0.05542079;-0.4589876;0;
7856.033;6003.625;82.77109;10798.97;-6.265034;-14.10952;8244.773;4814.407;0.1395369;-0.1986571;0;
-21250.36;-17129.17;-769.3525;-22959.48;0.6401368;-17.57839;-22554.08;-13302.65;0.009462035;0.3862486;0;
-21088.55;-16102.72;-1583.217;-26174.75;1.041635;-17.09185;-22562.23;-13360.75;-0.1204822;0.06102381;0;
-6316.661;-1768.985;-2812.289;-12384.63;-1.303936;-17.87847;-7841.792;-829.5881;0.009573589;-0.06897219;0;
-6050.632;-2619.389;-4109.044;-11812.3;-1.57007;-18.53034;-7453.057;-746.702;0.2694333;0.3209012;0;
9674.031;7301.055;-4020.27;8286.537;0.7750566;-18.10982;10005.22;5590.551;0.33413;0.3855461;0;
23557.5;18751.27;-3119.681;28208.71;1.644934;-18.42654;25136.03;15569.96;-0.05600984;0.1902567;0;
20895.17;16699.98;-2358.115;26558.18;-0.09803114;-20.41745;22346.79;14137.87;-0.3158229;0.06013079;0;
17935.31;13676.04;-993.868;23412.11;0.7063506;-20.5309;19323.7;10972.8;-0.5104076;-0.004896976;0;
18980.88;14412.5;403.2101;24705.23;-3.246474;-21.84987;20494.01;11491.05;0.009843986;-0.06985939;0;
7624.488;5835.34;421.2644;10534.1;-4.783453;-21.96188;7973.5;4681.501;0.5945401;-0.1347566;0;
-21404.71;-17234.05;-432.4019;-23104.3;0.3115677;-17.98794;-22732.19;-13352.09;0.3990408;-0.004686456;0;
-21265.79;-16263.31;-1252.227;-26333.22;-0.1572598;-15.96044;-22725.7;-13574.12;0.3336724;-0.3295185;0;
-5859.346;-1311.306;-2466.514;-11974.29;2.72231;-15.14061;-7375.196;-728.4635;0.3333372;-0.6540241;0;
-5722.04;-2120.081;-3780.077;-11610.28;3.523858;-13.71881;-7160.936;-530.0652;0.07313287;-0.3934975;0;
9164.62;7009.649;-3728.49;7532.788;-1.569898;-8.145567;9440.216;5315.248;0.00809204;-0.003298091;0;
23247.55;18451.18;-2823.916;27787.75;-2.640047;-5.79304;24815.59;15286.05;0.2029859;0.06167256;0;
20847.88;16639.23;-2076.109;26537.01;-6.857929;-5.385322;22308.81;14069.98;0.202782;-0.1982588;0;
17825.97;13579.74;-732.5408;23274.13;-8.994492;-3.571433;19207.52;10899.27;0.007676192;-0.3929616;0;
19214.4;14640.65;686.2793;24917.76;-12.46808;-7.787647;20733.68;11711.33;-0.05729886;-0.3925667;0;
7738.198;5876.884;695.1474;10705.45;-15.8718;-8.449651;8147.019;4719.103;0.2675954;-0.002368232;0;
-22090.32;-17999.49;-202.7563;-23702.38;-9.291771;-9.646792;-23379.5;-14173.91;0.5271959;0.3874382;0;
