file,event,event_group,window_start_sec,window_end_sec,left_group,right_group,comparison,left_channel,right_channel,pair,relation_type,time_corr_r,abs_time_corr_r,max_lag_corr_r,abs_max_lag_corr_r,best_lag_sec,delta_coherence,delta_imag_coherence,delta_plv,delta_pli,delta_wpli,theta_coherence,theta_imag_coherence,theta_plv,theta_pli,theta_wpli,alpha_coherence,alpha_imag_coherence,alpha_plv,alpha_pli,alpha_wpli,beta1_coherence,beta1_imag_coherence,beta1_plv,beta1_pli,beta1_wpli,beta2_emg_sensitive_coherence,beta2_emg_sensitive_imag_coherence,beta2_emg_sensitive_plv,beta2_emg_sensitive_pli,beta2_emg_sensitive_wpli,poly_artifact_score,poly_rms,poly_line_length,poly_hf_ratio_20_30,poly_artifact_flag,artifact_weight
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,3.0,7.0,left_motor_eeg,right_motor_eeg,left_motor_eeg__vs__right_motor_eeg,C3,C4,C3-C4,EEG_EEG_CONNECTIVITY,0.8028748030739689,0.8028748030739689,0.8196425964967938,0.8196425964967938,-0.0078125,0.6813862145434445,0.20191326232823323,,,,0.7630520973184537,0.4451725922918765,,,,0.5642806883532058,0.22383045888977549,0.6038573644558962,0.22265625,0.37655418977356725,0.753158992690084,0.19032567203915263,,,,0.7547896908169034,0.26201800635244177,0.8075115396501101,0.12109375,0.14467703147344033,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,3.0,7.0,left_occipital_eeg,right_occipital_eeg,left_occipital_eeg__vs__right_occipital_eeg,O1,O2,O1-O2,EEG_EEG_CONNECTIVITY,0.6939683864692654,0.6939683864692654,0.7177022666507515,0.7177022666507515,-0.0078125,0.627676092811709,0.22596886538875274,,,,0.47291102796739004,0.26206774781638587,,,,0.5392751288136858,0.22111069909210745,0.5703300600072435,0.4375,0.49070728647772877,0.7299544511067193,0.17833157433840352,,,,0.575402210597926,0.24212917947084062,0.6930328694252149,0.10546875,0.38399022427894397,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,4.0,8.0,left_frontal_eeg,right_frontal_eeg,left_frontal_eeg__vs__right_frontal_eeg,Fp1,Fp2,Fp1-Fp2,EEG_EEG_CONNECTIVITY,0.034266172345415645,0.034266172345415645,-0.30540255229194757,0.30540255229194757,-0.203125,0.21473633692527402,0.29973943955034693,,,,0.2908857785233615,0.29317522895394144,,,,0.3749709554594031,0.39507422730003094,0.544962414757313,0.078125,0.4597656245063655,0.4573154974164725,0.27232463822682557,,,,0.5424212951026701,0.31720863662093013,0.36618848348021715,0.0859375,0.009978111942470589,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,4.0,8.0,left_motor_eeg,right_motor_eeg,left_motor_eeg__vs__right_motor_eeg,C3,C4,C3-C4,EEG_EEG_CONNECTIVITY,0.8435917416615006,0.8435917416615006,0.8435917416615007,0.8435917416615007,0.0,0.6615825431512153,0.10588820076794131,,,,0.5937172798220067,0.336517435530061,,,,0.7068644003253495,0.22985147441529055,0.5650799630640329,0.20703125,0.14794759071974192,0.8344550736807153,0.18154675349177452,,,,0.6911501044501933,0.1911995085021455,0.8363861815788982,0.125,0.14727458253147213,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,4.0,8.0,left_occipital_eeg,right_occipital_eeg,left_occipital_eeg__vs__right_occipital_eeg,O1,O2,O1-O2,EEG_EEG_CONNECTIVITY,0.6282711642590976,0.6282711642590976,0.6410762448198235,0.6410762448198235,-0.0078125,0.691664095411262,0.1460748004174044,,,,0.5257947113465251,0.3774773521942075,,,,0.5438451266833035,0.3611110401196099,0.42141438045261925,0.4140625,0.613828808253324,0.7773797290276496,0.18546654357669484,,,,0.5998975946300027,0.21593106150901323,0.7427182689884807,0.046875,0.06709121387142968,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,5.0,9.0,left_frontal_eeg,right_frontal_eeg,left_frontal_eeg__vs__right_frontal_eeg,Fp1,Fp2,Fp1-Fp2,EEG_EEG_CONNECTIVITY,0.3449306024869731,0.3449306024869731,-0.41100458900768605,0.41100458900768605,-0.203125,0.5081160304710208,0.22975182092911284,,,,0.29025569687345637,0.11636406181247587,,,,0.30501581205771366,0.32897787504206616,0.46739457856863714,0.203125,0.5538144939594243,0.42949594183353546,0.30112707977108355,,,,0.4078194004141123,0.2322696318313945,0.36403483575377277,0.0859375,0.06349526659284944,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,5.0,9.0,left_motor_eeg,right_motor_eeg,left_motor_eeg__vs__right_motor_eeg,C3,C4,C3-C4,EEG_EEG_CONNECTIVITY,0.822441783768644,0.822441783768644,0.8224417837686437,0.8224417837686437,0.0,0.6244186324761379,0.17711720431264674,,,,0.4507602670247895,0.20154089202240394,,,,0.6512469485155349,0.25888790583806465,0.6027198803656111,0.015625,0.006368766863562199,0.7520875118508262,0.19355984184803673,,,,0.6773850173400847,0.19088166598571715,0.6662633548048292,0.078125,0.4020528375177357,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,5.0,9.0,left_occipital_eeg,right_occipital_eeg,left_occipital_eeg__vs__right_occipital_eeg,O1,O2,O1-O2,EEG_EEG_CONNECTIVITY,0.6807132329543427,0.6807132329543427,0.6807132329543427,0.6807132329543427,0.0,0.6498240323296773,0.1364099260620945,,,,0.47720551889841945,0.4179040392498271,,,,0.4093976415084065,0.34800845073648323,0.3580190395677652,0.37890625,0.6000174714571653,0.7749623893058256,0.11746913423840784,,,,0.5404504069630873,0.19517070155467947,0.6173679823663215,0.0234375,0.2667588031789263,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,6.0,10.0,left_frontal_eeg,right_frontal_eeg,left_frontal_eeg__vs__right_frontal_eeg,Fp1,Fp2,Fp1-Fp2,EEG_EEG_CONNECTIVITY,0.565283010715178,0.565283010715178,0.5673556179233605,0.5673556179233605,-0.0078125,0.5033975278021667,0.17493239444645844,,,,0.3264775800808105,0.16415149971837817,,,,0.3294497775904709,0.2878929829886106,0.7286577995114135,0.26953125,0.4510484277824826,0.33425507624603107,0.2023297985943031,,,,0.4955470454969683,0.2830538920067599,0.17094418183614452,0.1640625,0.007156820108586287,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,6.0,10.0,left_motor_eeg,right_motor_eeg,left_motor_eeg__vs__right_motor_eeg,C3,C4,C3-C4,EEG_EEG_CONNECTIVITY,0.7756222557258847,0.7756222557258847,0.7759004538551963,0.7759004538551963,0.0078125,0.4938571244020859,0.20742883608262797,,,,0.4283097758909788,0.2876182330798768,,,,0.5117678084930872,0.23260292251404277,0.38623823530368084,0.10546875,0.009893526576788625,0.711775337010729,0.1833153313889759,,,,0.7271195770756573,0.21621160901284422,0.7307386582461031,0.0625,0.11181476542121813,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,6.0,10.0,left_occipital_eeg,right_occipital_eeg,left_occipital_eeg__vs__right_occipital_eeg,O1,O2,O1-O2,EEG_EEG_CONNECTIVITY,0.6355542583521032,0.6355542583521032,0.6459969480321327,0.6459969480321327,-0.0078125,0.5909581651389336,0.18539876401260816,,,,0.3848910644649765,0.33887730698317664,,,,0.5497545659712675,0.4488939106839388,0.4033684240216306,0.5,0.7875171019943057,0.7998338838864478,0.18638035500234004,,,,0.5885672038423221,0.23978479278468595,0.5715670252672654,0.16796875,0.1508779001065089,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,7.0,11.0,left_frontal_eeg,right_frontal_eeg,left_frontal_eeg__vs__right_frontal_eeg,Fp1,Fp2,Fp1-Fp2,EEG_EEG_CONNECTIVITY,0.7197847877151239,0.7197847877151239,0.7262771450905564,0.7262771450905564,-0.0078125,0.8590565485066683,0.12791359971505764,,,,0.7438164917597485,0.1900668612216041,,,,0.578103259935661,0.3731150779575602,0.6424271863601676,0.3125,0.36898026064994743,0.45300160602729994,0.3462804387586439,,,,0.613412078636612,0.32427049406742914,0.27240661310019787,0.05859375,0.2567211826677135,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,7.0,11.0,left_motor_eeg,right_motor_eeg,left_motor_eeg__vs__right_motor_eeg,C3,C4,C3-C4,EEG_EEG_CONNECTIVITY,0.7860648191228975,0.7860648191228975,0.786064819122897,0.786064819122897,0.0,0.6049198008708231,0.24821117928011074,,,,0.4455465272014165,0.22033242664687036,,,,0.5603477726736893,0.350370197576342,0.3561542218431516,0.01171875,0.3490158020154874,0.6769348222636324,0.18429340375929026,,,,0.7337159151308834,0.253861931475552,0.7335222390649674,0.2109375,0.18503497806945524,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,7.0,11.0,left_occipital_eeg,right_occipital_eeg,left_occipital_eeg__vs__right_occipital_eeg,O1,O2,O1-O2,EEG_EEG_CONNECTIVITY,0.6778098707429661,0.6778098707429661,0.6832212491271838,0.6832212491271838,-0.0078125,0.43111411879026185,0.183863026946077,,,,0.4342461015742794,0.13217279211976773,,,,0.5790134793102681,0.46806793165252136,0.41670726424422466,0.515625,0.819839585642295,0.6782179654790593,0.2753194144912365,,,,0.668744941356365,0.32700274953864156,0.5414167833110051,0.2109375,0.12021149039457249,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,8.0,12.0,left_frontal_eeg,right_frontal_eeg,left_frontal_eeg__vs__right_frontal_eeg,Fp1,Fp2,Fp1-Fp2,EEG_EEG_CONNECTIVITY,0.917583658086711,0.917583658086711,0.9175836580867104,0.9175836580867104,0.0,0.797400332416732,0.20729287400003862,,,,0.6103298852318113,0.22307905944954448,,,,0.42116918693772265,0.3762684508199663,0.6249752938398849,0.16015625,0.15765193073392275,0.40833754989765875,0.32713008171410357,,,,0.6021915506158713,0.3053524446155072,0.38876022521812204,0.0078125,0.13859303653173285,0.0,,,,False,1.0
kaggle_s01_MULTI_EEG_CONTROL.csv,Kaggle Complete EEG Dataset s01 MULTI_EEG_CONTROL,kaggle_external,8.0,12.0,left_motor_eeg,right_motor_eeg,left_motor_eeg__vs__right_motor_eeg,C3,C4,C3-C4,EEG_EEG_CONNECTIVITY,0.7954517458469643,0.7954517458469643,0.8011193803634851,0.8011193803634851,-0.0078125,0.4660637105946756,0.13257044124642,,,,0.4780071077719766,0.23682595911301035,,,,0.6179320458409607,0.280431455857109,0.39737680855153984,0.01953125,0.28720558581503114,0.7609527372831382,0.3447841113336615,,,,0.7240839926329161,0.2721783514893462,0.8149969544213683,0.015625,0.30470494700794926,0.0,,,,False,1.0
