comparison,pair,relation_type,n_windows_all,n_windows_clean,artifact_rate,all_abs_time_corr_r,clean_abs_time_corr_r,weighted_abs_time_corr_r,all_abs_max_lag_corr_r,clean_abs_max_lag_corr_r,weighted_abs_max_lag_corr_r,all_alpha_coherence,clean_alpha_coherence,weighted_alpha_coherence,all_alpha_imag_coherence,clean_alpha_imag_coherence,weighted_alpha_imag_coherence,all_alpha_plv,clean_alpha_plv,weighted_alpha_plv,all_alpha_pli,clean_alpha_pli,weighted_alpha_pli,all_alpha_wpli,clean_alpha_wpli,weighted_alpha_wpli,all_beta2_emg_sensitive_coherence,clean_beta2_emg_sensitive_coherence,weighted_beta2_emg_sensitive_coherence,all_beta2_emg_sensitive_imag_coherence,clean_beta2_emg_sensitive_imag_coherence,weighted_beta2_emg_sensitive_imag_coherence,all_beta2_emg_sensitive_wpli,clean_beta2_emg_sensitive_wpli,weighted_beta2_emg_sensitive_wpli
left_occipital_eeg__vs__right_occipital_eeg,O1-O2,EEG_EEG_CONNECTIVITY,239,239,0.0,0.606173049058794,0.606173049058794,0.606173049058794,0.618960718744211,0.618960718744211,0.618960718744211,0.5273819994302933,0.5273819994302933,0.5273819994302933,0.29783690668907786,0.29783690668907786,0.29783690668907786,0.4782272123602149,0.4782272123602149,0.4782272123602149,0.17220188284518828,0.17220188284518828,0.17220188284518828,0.299648920692496,0.299648920692496,0.299648920692496,0.5805618313932269,0.5805618313932269,0.5805618313932269,0.27133722486882406,0.27133722486882406,0.27133722486882406,0.28812733330423795,0.28812733330423795,0.28812733330423795
