event_group,comparison,relation_type,n_windows,artifact_rate,mean_abs_corr,mean_alpha_coherence,mean_alpha_wpli,mean_beta2_coherence
kaggle_external,left_occipital_eeg__vs__right_occipital_eeg,EEG_EEG_CONNECTIVITY,239,0.0,0.606173049058794,0.5273819994302933,0.299648920692496,0.5805618313932269
